hour_of_day,cash_type,money,coffee_name,time_of_day,weekdaysort,weekday,monthsort,month_name,date,time,_year,_month,_day,season,season_astro
9,card,30.86,Americano with Milk,Morning,3,Wednesday,10,October,2024-10-02,2025-09-25 09:19:17.053,2024,10,2,Autumn,Autumn
10,card,35.76,Latte,Morning,3,Wednesday,10,October,2024-10-02,2025-09-25 10:22:01.523,2024,10,2,Autumn,Autumn
10,card,30.86,Americano with Milk,Morning,3,Wednesday,10,October,2024-10-02,2025-09-25 10:23:55.272,2024,10,2,Autumn,Autumn
11,card,35.76,Cappuccino,Morning,3,Wednesday,10,October,2024-10-02,2025-09-25 11:28:53.893,2024,10,2,Autumn,Autumn
15,card,35.76,Cappuccino,Afternoon,3,Wednesday,10,October,2024-10-02,2025-09-25 15:13:42.142,2024,10,2,Autumn,Autumn
18,card,35.76,Hot Chocolate,Night,3,Wednesday,10,October,2024-10-02,2025-09-25 18:31:07.153,2024,10,2,Autumn,Autumn
22,card,35.76,Hot Chocolate,Night,3,Wednesday,10,October,2024-10-02,2025-09-25 22:18:55.379,2024,10,2,Autumn,Autumn
22,card,35.76,Hot Chocolate,Night,3,Wednesday,10,October,2024-10-02,2025-09-25 22:19:40.694,2024,10,2,Autumn,Autumn
22,card,35.76,Hot Chocolate,Night,3,Wednesday,10,October,2024-10-02,2025-09-25 22:20:23.651,2024,10,2,Autumn,Autumn
13,card,35.76,Cocoa,Afternoon,4,Thursday,10,October,2024-10-03,2025-09-25 13:47:35.922,2024,10,3,Autumn,Autumn
15,card,30.86,Americano with Milk,Afternoon,4,Thursday,10,October,2024-10-03,2025-09-25 15:12:05.160,2024,10,3,Autumn,Autumn
20,card,25.96,Cortado,Night,4,Thursday,10,October,2024-10-03,2025-09-25 20:12:57.761,2024,10,3,Autumn,Autumn
20,card,35.76,Hot Chocolate,Night,4,Thursday,10,October,2024-10-03,2025-09-25 20:14:04.781,2024,10,3,Autumn,Autumn
21,card,35.76,Hot Chocolate,Night,4,Thursday,10,October,2024-10-03,2025-09-25 21:21:06.296,2024,10,3,Autumn,Autumn
21,card,35.76,Hot Chocolate,Night,4,Thursday,10,October,2024-10-03,2025-09-25 21:21:46.778,2024,10,3,Autumn,Autumn
21,card,35.76,Cappuccino,Night,4,Thursday,10,October,2024-10-03,2025-09-25 21:29:03.390,2024,10,3,Autumn,Autumn
21,card,35.76,Hot Chocolate,Night,4,Thursday,10,October,2024-10-03,2025-09-25 21:31:00.451,2024,10,3,Autumn,Autumn
8,card,25.96,Americano,Morning,5,Friday,10,October,2024-10-04,2025-09-25 08:44:00.873,2024,10,4,Autumn,Autumn
8,card,25.96,Americano,Morning,5,Friday,10,October,2024-10-04,2025-09-25 08:45:38.952,2024,10,4,Autumn,Autumn
9,card,30.86,Americano with Milk,Morning,5,Friday,10,October,2024-10-04,2025-09-25 09:30:22.038,2024,10,4,Autumn,Autumn
9,card,25.96,Americano,Morning,5,Friday,10,October,2024-10-04,2025-09-25 09:31:27.071,2024,10,4,Autumn,Autumn
9,card,25.96,Cortado,Morning,5,Friday,10,October,2024-10-04,2025-09-25 09:53:58.577,2024,10,4,Autumn,Autumn
9,card,25.96,Cortado,Morning,5,Friday,10,October,2024-10-04,2025-09-25 09:55:04.557,2024,10,4,Autumn,Autumn
17,card,35.76,Latte,Night,5,Friday,10,October,2024-10-04,2025-09-25 17:35:14.809,2024,10,4,Autumn,Autumn
17,card,35.76,Hot Chocolate,Night,5,Friday,10,October,2024-10-04,2025-09-25 17:42:22.181,2024,10,4,Autumn,Autumn
17,card,35.76,Cocoa,Night,5,Friday,10,October,2024-10-04,2025-09-25 17:44:36.370,2024,10,4,Autumn,Autumn
9,card,25.96,Cortado,Morning,6,Saturday,10,October,2024-10-05,2025-09-25 09:00:46.861,2024,10,5,Autumn,Autumn
9,card,25.96,Cortado,Morning,6,Saturday,10,October,2024-10-05,2025-09-25 09:01:42.669,2024,10,5,Autumn,Autumn
9,card,35.76,Cocoa,Morning,6,Saturday,10,October,2024-10-05,2025-09-25 09:35:44.903,2024,10,5,Autumn,Autumn
13,card,35.76,Cappuccino,Afternoon,6,Saturday,10,October,2024-10-05,2025-09-25 13:12:13.285,2024,10,5,Autumn,Autumn
20,card,25.96,Americano,Night,6,Saturday,10,October,2024-10-05,2025-09-25 20:08:38.058,2024,10,5,Autumn,Autumn
20,card,25.96,Americano,Night,6,Saturday,10,October,2024-10-05,2025-09-25 20:09:33.647,2024,10,5,Autumn,Autumn
8,card,25.96,Cortado,Morning,7,Sunday,10,October,2024-10-06,2025-09-25 08:22:56.721,2024,10,6,Autumn,Autumn
10,card,35.76,Cappuccino,Morning,7,Sunday,10,October,2024-10-06,2025-09-25 10:05:43.642,2024,10,6,Autumn,Autumn
10,card,25.96,Cortado,Morning,7,Sunday,10,October,2024-10-06,2025-09-25 10:06:47.136,2024,10,6,Autumn,Autumn
11,card,35.76,Latte,Morning,7,Sunday,10,October,2024-10-06,2025-09-25 11:55:28.846,2024,10,6,Autumn,Autumn
12,card,35.76,Latte,Afternoon,7,Sunday,10,October,2024-10-06,2025-09-25 12:09:03.852,2024,10,6,Autumn,Autumn
12,card,35.76,Cappuccino,Afternoon,7,Sunday,10,October,2024-10-06,2025-09-25 12:10:17.343,2024,10,6,Autumn,Autumn
12,card,30.86,Americano with Milk,Afternoon,7,Sunday,10,October,2024-10-06,2025-09-25 12:11:43.360,2024,10,6,Autumn,Autumn
13,card,25.96,Americano,Afternoon,7,Sunday,10,October,2024-10-06,2025-09-25 13:46:03.675,2024,10,6,Autumn,Autumn
13,card,35.76,Cappuccino,Afternoon,7,Sunday,10,October,2024-10-06,2025-09-25 13:47:01.953,2024,10,6,Autumn,Autumn
13,card,30.86,Americano with Milk,Afternoon,7,Sunday,10,October,2024-10-06,2025-09-25 13:50:00.140,2024,10,6,Autumn,Autumn
13,card,35.76,Latte,Afternoon,7,Sunday,10,October,2024-10-06,2025-09-25 13:51:04.250,2024,10,6,Autumn,Autumn
13,card,35.76,Cappuccino,Afternoon,7,Sunday,10,October,2024-10-06,2025-09-25 13:51:56.283,2024,10,6,Autumn,Autumn
16,card,35.76,Cappuccino,Afternoon,7,Sunday,10,October,2024-10-06,2025-09-25 16:31:33.588,2024,10,6,Autumn,Autumn
16,card,21.06,Espresso,Afternoon,7,Sunday,10,October,2024-10-06,2025-09-25 16:35:45.625,2024,10,6,Autumn,Autumn
18,card,30.86,Americano with Milk,Night,7,Sunday,10,October,2024-10-06,2025-09-25 18:17:44.975,2024,10,6,Autumn,Autumn
18,card,35.76,Hot Chocolate,Night,7,Sunday,10,October,2024-10-06,2025-09-25 18:35:16.468,2024,10,6,Autumn,Autumn
21,card,35.76,Hot Chocolate,Night,7,Sunday,10,October,2024-10-06,2025-09-25 21:09:12.889,2024,10,6,Autumn,Autumn
21,card,35.76,Hot Chocolate,Night,7,Sunday,10,October,2024-10-06,2025-09-25 21:10:00.476,2024,10,6,Autumn,Autumn
21,card,35.76,Hot Chocolate,Night,7,Sunday,10,October,2024-10-06,2025-09-25 21:10:45.254,2024,10,6,Autumn,Autumn
21,card,35.76,Latte,Night,7,Sunday,10,October,2024-10-06,2025-09-25 21:16:48.876,2024,10,6,Autumn,Autumn
8,card,35.76,Latte,Morning,1,Monday,10,October,2024-10-07,2025-09-25 08:33:36.423,2024,10,7,Autumn,Autumn
8,card,35.76,Latte,Morning,1,Monday,10,October,2024-10-07,2025-09-25 08:49:36.477,2024,10,7,Autumn,Autumn
8,card,30.86,Americano with Milk,Morning,1,Monday,10,October,2024-10-07,2025-09-25 08:50:41.668,2024,10,7,Autumn,Autumn
9,card,35.76,Cocoa,Morning,1,Monday,10,October,2024-10-07,2025-09-25 09:05:28.091,2024,10,7,Autumn,Autumn
9,card,35.76,Latte,Morning,1,Monday,10,October,2024-10-07,2025-09-25 09:09:58.323,2024,10,7,Autumn,Autumn
12,card,30.86,Americano with Milk,Afternoon,1,Monday,10,October,2024-10-07,2025-09-25 12:17:56.717,2024,10,7,Autumn,Autumn
14,card,25.96,Americano,Afternoon,1,Monday,10,October,2024-10-07,2025-09-25 14:31:45.258,2024,10,7,Autumn,Autumn
14,card,25.96,Americano,Afternoon,1,Monday,10,October,2024-10-07,2025-09-25 14:32:38.765,2024,10,7,Autumn,Autumn
17,card,35.76,Latte,Night,1,Monday,10,October,2024-10-07,2025-09-25 17:48:55.006,2024,10,7,Autumn,Autumn
21,card,35.76,Hot Chocolate,Night,1,Monday,10,October,2024-10-07,2025-09-25 21:14:42.130,2024,10,7,Autumn,Autumn
21,card,35.76,Hot Chocolate,Night,1,Monday,10,October,2024-10-07,2025-09-25 21:15:20.122,2024,10,7,Autumn,Autumn
21,card,35.76,Latte,Night,1,Monday,10,October,2024-10-07,2025-09-25 21:40:48.515,2024,10,7,Autumn,Autumn
8,card,35.76,Latte,Morning,2,Tuesday,10,October,2024-10-08,2025-09-25 08:11:50.884,2024,10,8,Autumn,Autumn
9,card,30.86,Americano with Milk,Morning,2,Tuesday,10,October,2024-10-08,2025-09-25 09:05:14.027,2024,10,8,Autumn,Autumn
10,card,25.96,Americano,Morning,2,Tuesday,10,October,2024-10-08,2025-09-25 10:22:31.374,2024,10,8,Autumn,Autumn
10,card,35.76,Latte,Morning,2,Tuesday,10,October,2024-10-08,2025-09-25 10:27:08.817,2024,10,8,Autumn,Autumn
11,card,35.76,Latte,Morning,2,Tuesday,10,October,2024-10-08,2025-09-25 11:30:10.253,2024,10,8,Autumn,Autumn
12,card,25.96,Americano,Afternoon,2,Tuesday,10,October,2024-10-08,2025-09-25 12:48:04.520,2024,10,8,Autumn,Autumn
12,card,25.96,Americano,Afternoon,2,Tuesday,10,October,2024-10-08,2025-09-25 12:49:04.581,2024,10,8,Autumn,Autumn
13,card,35.76,Latte,Afternoon,2,Tuesday,10,October,2024-10-08,2025-09-25 13:04:00.905,2024,10,8,Autumn,Autumn
13,card,35.76,Latte,Afternoon,2,Tuesday,10,October,2024-10-08,2025-09-25 13:04:59.444,2024,10,8,Autumn,Autumn
14,card,35.76,Latte,Afternoon,2,Tuesday,10,October,2024-10-08,2025-09-25 14:42:52.425,2024,10,8,Autumn,Autumn
15,card,35.76,Latte,Afternoon,2,Tuesday,10,October,2024-10-08,2025-09-25 15:13:41.150,2024,10,8,Autumn,Autumn
15,card,25.96,Americano,Afternoon,2,Tuesday,10,October,2024-10-08,2025-09-25 15:19:52.103,2024,10,8,Autumn,Autumn
15,card,30.86,Americano with Milk,Afternoon,2,Tuesday,10,October,2024-10-08,2025-09-25 15:50:43.122,2024,10,8,Autumn,Autumn
20,card,35.76,Hot Chocolate,Night,2,Tuesday,10,October,2024-10-08,2025-09-25 20:40:40.459,2024,10,8,Autumn,Autumn
20,card,35.76,Cappuccino,Night,2,Tuesday,10,October,2024-10-08,2025-09-25 20:41:33.464,2024,10,8,Autumn,Autumn
20,card,35.76,Latte,Night,2,Tuesday,10,October,2024-10-08,2025-09-25 20:51:08.722,2024,10,8,Autumn,Autumn
21,card,30.86,Americano with Milk,Night,2,Tuesday,10,October,2024-10-08,2025-09-25 21:24:32.037,2024,10,8,Autumn,Autumn
21,card,30.86,Americano with Milk,Night,2,Tuesday,10,October,2024-10-08,,2024,10,8,Autumn,Autumn
7,card,35.76,Latte,Morning,3,Wednesday,10,October,2024-10-09,2025-09-25 07:54:42.599,2024,10,9,Autumn,Autumn
8,card,30.86,Americano with Milk,Morning,3,Wednesday,10,October,2024-10-09,2025-09-25 08:25:57.509,2024,10,9,Autumn,Autumn
9,card,30.86,Americano with Milk,Morning,3,Wednesday,10,October,2024-10-09,2025-09-25 09:43:21.029,2024,10,9,Autumn,Autumn
9,card,35.76,Latte,Morning,3,Wednesday,10,October,2024-10-09,2025-09-25 09:59:39.971,2024,10,9,Autumn,Autumn
10,card,21.06,Espresso,Morning,3,Wednesday,10,October,2024-10-09,2025-09-25 10:37:56.926,2024,10,9,Autumn,Autumn
11,card,25.96,Americano,Morning,3,Wednesday,10,October,2024-10-09,2025-09-25 11:18:02.138,2024,10,9,Autumn,Autumn
13,card,35.76,Latte,Afternoon,3,Wednesday,10,October,2024-10-09,2025-09-25 13:03:08.514,2024,10,9,Autumn,Autumn
13,card,30.86,Americano with Milk,Afternoon,3,Wednesday,10,October,2024-10-09,2025-09-25 13:52:34.736,2024,10,9,Autumn,Autumn
17,card,35.76,Cappuccino,Night,3,Wednesday,10,October,2024-10-09,2025-09-25 17:26:44.371,2024,10,9,Autumn,Autumn
17,card,25.96,Americano,Night,3,Wednesday,10,October,2024-10-09,2025-09-25 17:27:48.880,2024,10,9,Autumn,Autumn
17,card,21.06,Espresso,Night,3,Wednesday,10,October,2024-10-09,2025-09-25 17:49:59.552,2024,10,9,Autumn,Autumn
20,card,35.76,Cappuccino,Night,3,Wednesday,10,October,2024-10-09,2025-09-25 20:49:12.500,2024,10,9,Autumn,Autumn
8,card,25.96,Americano,Morning,4,Thursday,10,October,2024-10-10,2025-09-25 08:48:06.900,2024,10,10,Autumn,Autumn
9,card,30.86,Americano with Milk,Morning,4,Thursday,10,October,2024-10-10,2025-09-25 09:23:20.118,2024,10,10,Autumn,Autumn
9,card,35.76,Hot Chocolate,Morning,4,Thursday,10,October,2024-10-10,2025-09-25 09:51:44.211,2024,10,10,Autumn,Autumn
10,card,35.76,Latte,Morning,4,Thursday,10,October,2024-10-10,2025-09-25 10:05:09.494,2024,10,10,Autumn,Autumn
10,card,25.96,Cortado,Morning,4,Thursday,10,October,2024-10-10,2025-09-25 10:42:43.045,2024,10,10,Autumn,Autumn
10,card,25.96,Cortado,Morning,4,Thursday,10,October,2024-10-10,2025-09-25 10:43:30.026,2024,10,10,Autumn,Autumn
10,card,35.76,Latte,Morning,4,Thursday,10,October,2024-10-10,2025-09-25 10:55:32.616,2024,10,10,Autumn,Autumn
11,card,35.76,Latte,Morning,4,Thursday,10,October,2024-10-10,2025-09-25 11:04:19.349,2024,10,10,Autumn,Autumn
15,card,35.76,Cappuccino,Afternoon,4,Thursday,10,October,2024-10-10,2025-09-25 15:05:42.898,2024,10,10,Autumn,Autumn
17,card,35.76,Latte,Night,4,Thursday,10,October,2024-10-10,2025-09-25 17:40:44.384,2024,10,10,Autumn,Autumn
18,card,25.96,Americano,Night,4,Thursday,10,October,2024-10-10,2025-09-25 18:18:32.711,2024,10,10,Autumn,Autumn
18,card,30.86,Americano with Milk,Night,4,Thursday,10,October,2024-10-10,2025-09-25 18:56:30.698,2024,10,10,Autumn,Autumn
18,card,35.76,Latte,Night,4,Thursday,10,October,2024-10-10,2025-09-25 18:57:35.249,2024,10,10,Autumn,Autumn
22,card,35.76,Hot Chocolate,Night,4,Thursday,10,October,2024-10-10,2025-09-25 22:33:16.976,2024,10,10,Autumn,Autumn
22,card,35.76,Hot Chocolate,Night,4,Thursday,10,October,2024-10-10,2025-09-25 22:33:59.729,2024,10,10,Autumn,Autumn
7,card,30.86,Americano with Milk,Morning,5,Friday,10,October,2024-10-11,2025-09-25 07:54:51.580,2024,10,11,Autumn,Autumn
8,card,35.76,Latte,Morning,5,Friday,10,October,2024-10-11,2025-09-25 08:00:50.938,2024,10,11,Autumn,Autumn
8,card,25.96,Cortado,Morning,5,Friday,10,October,2024-10-11,2025-09-25 08:12:20.254,2024,10,11,Autumn,Autumn
8,card,35.76,Latte,Morning,5,Friday,10,October,2024-10-11,2025-09-25 08:28:18.876,2024,10,11,Autumn,Autumn
8,card,35.76,Cocoa,Morning,5,Friday,10,October,2024-10-11,2025-09-25 08:29:22.390,2024,10,11,Autumn,Autumn
8,card,35.76,Cocoa,Morning,5,Friday,10,October,2024-10-11,2025-09-25 08:55:43.787,2024,10,11,Autumn,Autumn
8,card,30.86,Americano with Milk,Morning,5,Friday,10,October,2024-10-11,2025-09-25 08:56:58.778,2024,10,11,Autumn,Autumn
8,card,35.76,Hot Chocolate,Morning,5,Friday,10,October,2024-10-11,2025-09-25 08:58:09.102,2024,10,11,Autumn,Autumn
9,card,30.86,Americano with Milk,Morning,5,Friday,10,October,2024-10-11,2025-09-25 09:31:42.338,2024,10,11,Autumn,Autumn
9,card,25.96,Cortado,Morning,5,Friday,10,October,2024-10-11,2025-09-25 09:38:46.927,2024,10,11,Autumn,Autumn
10,card,25.96,Americano,Morning,5,Friday,10,October,2024-10-11,2025-09-25 10:00:40.375,2024,10,11,Autumn,Autumn
10,card,25.96,Americano,Morning,5,Friday,10,October,2024-10-11,2025-09-25 10:01:54.873,2024,10,11,Autumn,Autumn
10,card,30.86,Americano with Milk,Morning,5,Friday,10,October,2024-10-11,2025-09-25 10:30:35.971,2024,10,11,Autumn,Autumn
13,card,35.76,Latte,Afternoon,5,Friday,10,October,2024-10-11,2025-09-25 13:05:01.403,2024,10,11,Autumn,Autumn
13,card,25.96,Americano,Afternoon,5,Friday,10,October,2024-10-11,2025-09-25 13:29:02.457,2024,10,11,Autumn,Autumn
13,card,25.96,Americano,Afternoon,5,Friday,10,October,2024-10-11,2025-09-25 13:30:09.021,2024,10,11,Autumn,Autumn
14,card,35.76,Cocoa,Afternoon,5,Friday,10,October,2024-10-11,2025-09-25 14:33:40.535,2024,10,11,Autumn,Autumn
14,card,25.96,Americano,Afternoon,5,Friday,10,October,2024-10-11,2025-09-25 14:35:29.312,2024,10,11,Autumn,Autumn
14,card,35.76,Cappuccino,Afternoon,5,Friday,10,October,2024-10-11,2025-09-25 14:50:08.761,2024,10,11,Autumn,Autumn
17,card,35.76,Latte,Night,5,Friday,10,October,2024-10-11,2025-09-25 17:12:07.333,2024,10,11,Autumn,Autumn
17,card,35.76,Hot Chocolate,Night,5,Friday,10,October,2024-10-11,2025-09-25 17:13:21.597,2024,10,11,Autumn,Autumn
17,card,35.76,Hot Chocolate,Night,5,Friday,10,October,2024-10-11,2025-09-25 17:26:11.166,2024,10,11,Autumn,Autumn
21,card,35.76,Latte,Night,5,Friday,10,October,2024-10-11,2025-09-25 21:48:37.720,2024,10,11,Autumn,Autumn
21,card,30.86,Americano with Milk,Night,5,Friday,10,October,2024-10-11,2025-09-25 21:53:53.607,2024,10,11,Autumn,Autumn
22,card,35.76,Hot Chocolate,Night,5,Friday,10,October,2024-10-11,2025-09-25 22:36:27.633,2024,10,11,Autumn,Autumn
22,card,35.76,Hot Chocolate,Night,5,Friday,10,October,2024-10-11,2025-09-25 22:37:26.701,2024,10,11,Autumn,Autumn
8,card,25.96,Cortado,Morning,6,Saturday,10,October,2024-10-12,2025-09-25 08:28:15.518,2024,10,12,Autumn,Autumn
10,card,25.96,Cortado,Morning,6,Saturday,10,October,2024-10-12,2025-09-25 10:31:38.899,2024,10,12,Autumn,Autumn
10,card,25.96,Cortado,Morning,6,Saturday,10,October,2024-10-12,2025-09-25 10:32:55.522,2024,10,12,Autumn,Autumn
11,card,35.76,Latte,Morning,6,Saturday,10,October,2024-10-12,2025-09-25 11:52:15.499,2024,10,12,Autumn,Autumn
11,card,30.86,Americano with Milk,Morning,6,Saturday,10,October,2024-10-12,2025-09-25 11:53:41.093,2024,10,12,Autumn,Autumn
13,card,35.76,Cappuccino,Afternoon,6,Saturday,10,October,2024-10-12,2025-09-25 13:18:47.055,2024,10,12,Autumn,Autumn
20,card,35.76,Latte,Night,6,Saturday,10,October,2024-10-12,2025-09-25 20:10:53.912,2024,10,12,Autumn,Autumn
9,card,25.96,Cortado,Morning,7,Sunday,10,October,2024-10-13,2025-09-25 09:54:55.187,2024,10,13,Autumn,Autumn
12,card,30.86,Americano with Milk,Afternoon,7,Sunday,10,October,2024-10-13,2025-09-25 12:20:46.595,2024,10,13,Autumn,Autumn
13,card,25.96,Cortado,Afternoon,7,Sunday,10,October,2024-10-13,2025-09-25 13:32:29.520,2024,10,13,Autumn,Autumn
13,card,21.06,Espresso,Afternoon,7,Sunday,10,October,2024-10-13,2025-09-25 13:33:29.385,2024,10,13,Autumn,Autumn
13,card,25.96,Cortado,Afternoon,7,Sunday,10,October,2024-10-13,2025-09-25 13:34:25.907,2024,10,13,Autumn,Autumn
17,card,35.76,Latte,Night,7,Sunday,10,October,2024-10-13,2025-09-25 17:53:20.717,2024,10,13,Autumn,Autumn
17,card,35.76,Latte,Night,7,Sunday,10,October,2024-10-13,2025-09-25 17:54:22.430,2024,10,13,Autumn,Autumn
18,card,35.76,Cappuccino,Night,7,Sunday,10,October,2024-10-13,2025-09-25 18:22:58.819,2024,10,13,Autumn,Autumn
20,card,35.76,Cappuccino,Night,7,Sunday,10,October,2024-10-13,2025-09-25 20:43:04.928,2024,10,13,Autumn,Autumn
8,card,30.86,Americano with Milk,Morning,1,Monday,10,October,2024-10-14,2025-09-25 08:26:54.639,2024,10,14,Autumn,Autumn
9,card,35.76,Cocoa,Morning,1,Monday,10,October,2024-10-14,2025-09-25 09:49:54.551,2024,10,14,Autumn,Autumn
10,card,25.96,Cortado,Morning,1,Monday,10,October,2024-10-14,2025-09-25 10:27:51.106,2024,10,14,Autumn,Autumn
10,card,35.76,Latte,Morning,1,Monday,10,October,2024-10-14,2025-09-25 10:38:06.758,2024,10,14,Autumn,Autumn
10,card,35.76,Latte,Morning,1,Monday,10,October,2024-10-14,2025-09-25 10:39:13.716,2024,10,14,Autumn,Autumn
11,card,35.76,Cappuccino,Morning,1,Monday,10,October,2024-10-14,2025-09-25 11:23:50.576,2024,10,14,Autumn,Autumn
11,card,25.96,Americano,Morning,1,Monday,10,October,2024-10-14,2025-09-25 11:25:37.299,2024,10,14,Autumn,Autumn
11,card,25.96,Americano,Morning,1,Monday,10,October,2024-10-14,2025-09-25 11:26:45.245,2024,10,14,Autumn,Autumn
14,card,35.76,Latte,Afternoon,1,Monday,10,October,2024-10-14,2025-09-25 14:36:07.136,2024,10,14,Autumn,Autumn
14,card,35.76,Latte,Afternoon,1,Monday,10,October,2024-10-14,2025-09-25 14:49:51.462,2024,10,14,Autumn,Autumn
16,card,25.96,Americano,Afternoon,1,Monday,10,October,2024-10-14,2025-09-25 16:37:47.466,2024,10,14,Autumn,Autumn
18,card,35.76,Latte,Night,1,Monday,10,October,2024-10-14,2025-09-25 18:19:19.191,2024,10,14,Autumn,Autumn
18,card,35.76,Cappuccino,Night,1,Monday,10,October,2024-10-14,2025-09-25 18:20:20.584,2024,10,14,Autumn,Autumn
22,card,35.76,Latte,Night,1,Monday,10,October,2024-10-14,2025-09-25 22:08:53.730,2024,10,14,Autumn,Autumn
22,card,35.76,Latte,Night,1,Monday,10,October,2024-10-14,2025-09-25 22:10:23.672,2024,10,14,Autumn,Autumn
22,card,35.76,Latte,Night,1,Monday,10,October,2024-10-14,2025-09-25 22:21:53.865,2024,10,14,Autumn,Autumn
8,card,25.96,Cortado,Morning,2,Tuesday,10,October,2024-10-15,2025-09-25 08:14:28.667,2024,10,15,Autumn,Autumn
8,card,21.06,Espresso,Morning,2,Tuesday,10,October,2024-10-15,2025-09-25 08:34:17.867,2024,10,15,Autumn,Autumn
11,card,35.76,Hot Chocolate,Morning,2,Tuesday,10,October,2024-10-15,2025-09-25 11:13:21.963,2024,10,15,Autumn,Autumn
11,card,35.76,Latte,Morning,2,Tuesday,10,October,2024-10-15,2025-09-25 11:15:20.622,2024,10,15,Autumn,Autumn
11,card,35.76,Hot Chocolate,Morning,2,Tuesday,10,October,2024-10-15,2025-09-25 11:16:27.469,2024,10,15,Autumn,Autumn
13,card,35.76,Latte,Afternoon,2,Tuesday,10,October,2024-10-15,2025-09-25 13:00:43.233,2024,10,15,Autumn,Autumn
13,card,30.86,Americano with Milk,Afternoon,2,Tuesday,10,October,2024-10-15,2025-09-25 13:15:44.836,2024,10,15,Autumn,Autumn
15,card,35.76,Latte,Afternoon,2,Tuesday,10,October,2024-10-15,2025-09-25 15:32:11.278,2024,10,15,Autumn,Autumn
15,card,25.96,Americano,Afternoon,2,Tuesday,10,October,2024-10-15,2025-09-25 15:54:16.513,2024,10,15,Autumn,Autumn
15,card,21.06,Espresso,Afternoon,2,Tuesday,10,October,2024-10-15,2025-09-25 15:55:19.039,2024,10,15,Autumn,Autumn
17,card,35.76,Hot Chocolate,Night,2,Tuesday,10,October,2024-10-15,2025-09-25 17:04:11.335,2024,10,15,Autumn,Autumn
19,card,25.96,Americano,Night,2,Tuesday,10,October,2024-10-15,2025-09-25 19:22:21.379,2024,10,15,Autumn,Autumn
19,card,35.76,Cocoa,Night,2,Tuesday,10,October,2024-10-15,2025-09-25 19:23:17.353,2024,10,15,Autumn,Autumn
20,card,35.76,Latte,Night,2,Tuesday,10,October,2024-10-15,2025-09-25 20:11:14.884,2024,10,15,Autumn,Autumn
20,card,35.76,Latte,Night,2,Tuesday,10,October,2024-10-15,2025-09-25 20:12:28.631,2024,10,15,Autumn,Autumn
21,card,35.76,Hot Chocolate,Night,2,Tuesday,10,October,2024-10-15,2025-09-25 21:18:08.409,2024,10,15,Autumn,Autumn
21,card,35.76,Hot Chocolate,Night,2,Tuesday,10,October,2024-10-15,2025-09-25 21:35:19.943,2024,10,15,Autumn,Autumn
22,card,35.76,Latte,Night,2,Tuesday,10,October,2024-10-15,2025-09-25 22:15:19.653,2024,10,15,Autumn,Autumn
8,card,30.86,Americano with Milk,Morning,3,Wednesday,10,October,2024-10-16,2025-09-25 08:21:26.013,2024,10,16,Autumn,Autumn
8,card,35.76,Hot Chocolate,Morning,3,Wednesday,10,October,2024-10-16,2025-09-25 08:36:23.588,2024,10,16,Autumn,Autumn
9,card,35.76,Latte,Morning,3,Wednesday,10,October,2024-10-16,2025-09-25 09:25:51.175,2024,10,16,Autumn,Autumn
10,card,30.86,Americano with Milk,Morning,3,Wednesday,10,October,2024-10-16,2025-09-25 10:15:47.944,2024,10,16,Autumn,Autumn
10,card,30.86,Americano with Milk,Morning,3,Wednesday,10,October,2024-10-16,2025-09-25 10:16:53.739,2024,10,16,Autumn,Autumn
10,card,30.86,Americano with Milk,Morning,3,Wednesday,10,October,2024-10-16,2025-09-25 10:45:24.963,2024,10,16,Autumn,Autumn
11,card,25.96,Americano,Morning,3,Wednesday,10,October,2024-10-16,2025-09-25 11:49:44.633,2024,10,16,Autumn,Autumn
12,card,30.86,Americano with Milk,Afternoon,3,Wednesday,10,October,2024-10-16,2025-09-25 12:29:44.254,2024,10,16,Autumn,Autumn
13,card,25.96,Americano,Afternoon,3,Wednesday,10,October,2024-10-16,2025-09-25 13:20:10.470,2024,10,16,Autumn,Autumn
16,card,35.76,Latte,Afternoon,3,Wednesday,10,October,2024-10-16,2025-09-25 16:45:29.537,2024,10,16,Autumn,Autumn
17,card,30.86,Americano with Milk,Night,3,Wednesday,10,October,2024-10-16,2025-09-25 17:43:20.657,2024,10,16,Autumn,Autumn
19,card,30.86,Americano with Milk,Night,3,Wednesday,10,October,2024-10-16,2025-09-25 19:37:42.411,2024,10,16,Autumn,Autumn
19,card,30.86,Americano with Milk,Night,3,Wednesday,10,October,2024-10-16,2025-09-25 19:38:36.648,2024,10,16,Autumn,Autumn
21,card,35.76,Hot Chocolate,Night,3,Wednesday,10,October,2024-10-16,2025-09-25 21:20:28.533,2024,10,16,Autumn,Autumn
7,card,35.76,Latte,Morning,4,Thursday,10,October,2024-10-17,2025-09-25 07:47:00.921,2024,10,17,Autumn,Autumn
7,card,35.76,Latte,Morning,4,Thursday,10,October,2024-10-17,2025-09-25 07:58:06.763,2024,10,17,Autumn,Autumn
9,card,30.86,Americano with Milk,Morning,4,Thursday,10,October,2024-10-17,2025-09-25 09:24:27.162,2024,10,17,Autumn,Autumn
10,card,35.76,Latte,Morning,4,Thursday,10,October,2024-10-17,2025-09-25 10:26:37.790,2024,10,17,Autumn,Autumn
10,card,35.76,Hot Chocolate,Morning,4,Thursday,10,October,2024-10-17,2025-09-25 10:44:54.232,2024,10,17,Autumn,Autumn
